,volatile acidity,total sulfur dioxide,density,pH,alcohol,quality_category
3037,0.23,210.0,0.9951,3.23,9.5,baja
3038,0.25,226.0,0.9956,3.16,8.9,baja
3039,0.26,162.0,0.998,3.03,8.8,baja
3040,0.31,117.0,0.9928,3.16,10.5,baja
3041,0.25,117.0,0.9938,3.08,9.4,baja
3042,0.18,125.0,0.9914,3.24,12.2,media
3043,0.43,158.0,0.9955,3.14,11.3,media
3044,0.2,130.0,0.9924,3.25,12.2,media
3045,0.27,92.0,0.9911,3.38,12.2,media
3046,0.16,150.0,0.9917,3.23,11.2,media
3047,0.16,150.0,0.9917,3.23,11.2,media
3048,0.19,172.0,0.9932,3.2,11.5,media
3049,0.43,158.0,0.9955,3.14,11.3,media
3050,0.4,138.0,0.9929,3.01,9.3,baja
3051,0.43,158.0,0.9955,3.14,11.3,media
3052,0.52,156.0,0.9958,3.14,11.8,media
3053,0.21,231.0,1.0012,2.99,9.2,baja
3054,0.34,150.0,0.9968,3.0,9.2,baja
3055,0.27,92.0,0.9911,3.38,12.2,media
3056,0.2,130.0,0.9924,3.25,12.2,media
3057,0.22,144.0,0.991,3.31,12.2,media
3058,0.11,133.0,0.9946,3.24,10.6,media
3059,0.17,128.0,0.9928,3.28,12.4,media
3060,0.145,164.0,0.9946,3.56,10.8,media
3061,0.16,150.0,0.9917,3.23,11.2,media
3062,0.19,137.0,0.9918,3.06,11.0,media
3063,0.44,151.0,0.9926,3.16,12.7,alta
3064,0.2,163.0,0.9931,3.46,10.2,baja
3065,0.19,172.0,0.9932,3.2,11.5,media
3066,0.25,96.0,0.9903,3.13,12.3,media
3067,0.24,60.0,0.9928,3.19,9.8,baja
3068,0.4,138.0,0.9929,3.01,9.3,baja
3069,0.52,156.0,0.9958,3.14,11.8,media
3070,0.43,158.0,0.9955,3.14,11.3,media
3071,0.21,48.0,0.9911,3.15,11.4,baja
3072,0.2,128.0,0.9938,3.21,10.8,media
3073,0.25,85.0,0.9942,2.99,9.5,baja
3074,0.08,148.0,0.9945,3.46,10.2,media
3075,0.85,184.0,0.9962,3.22,10.7,baja
3076,0.51,104.0,0.992,3.05,10.8,media
3077,0.22,159.0,0.9927,2.99,11.5,media
3078,0.16,124.0,0.9948,3.32,10.7,media
3079,0.08,148.0,0.9945,3.46,10.2,media
3080,0.25,124.0,0.9942,3.37,10.1,media
3081,0.16,187.0,0.9952,3.62,10.4,media
3082,0.25,85.0,0.9942,2.99,9.5,baja
3083,0.32,134.0,0.9958,3.14,9.1,baja
3084,0.28,126.0,0.9918,2.98,10.6,media
3085,0.15,51.0,0.9932,3.3,9.4,media
3086,0.25,169.0,1.0004,3.51,9.8,media
3087,0.26,224.0,0.9972,3.18,9.5,media
3088,0.16,187.0,0.9998,2.99,9.3,baja
3089,0.185,117.0,0.9918,3.55,10.3,media
3090,0.2,97.0,0.9918,3.06,11.1,baja
3091,0.3,188.0,0.9964,3.14,10.0,baja
3092,0.34,180.0,0.9936,3.13,12.3,alta
3093,0.35,186.0,0.9931,3.14,12.4,alta
3094,0.29,197.0,0.9938,3.13,12.3,media
3095,0.62,62.0,0.9934,3.41,10.4,baja
3096,0.27,126.0,0.99,3.13,12.1,media
3097,0.27,86.0,0.9914,3.16,12.5,media
3098,0.51,155.0,0.9904,3.22,13.0,media
3099,0.19,132.0,0.994,2.99,11.0,media
3100,0.2,169.0,0.9938,3.05,10.1,baja
3101,0.3,121.0,0.9933,3.13,9.2,baja
3102,0.36,124.0,0.9909,3.27,12.6,media
3103,0.17,126.0,0.9942,3.26,12.2,alta
3104,0.18,130.0,0.9945,3.04,9.8,media
3105,0.2,205.0,0.9954,3.1,11.0,media
3106,0.26,160.0,0.996,3.22,10.0,media
3107,0.21,170.0,0.9991,3.55,9.8,media
3108,0.2,144.0,0.993,3.16,10.5,baja
3109,0.18,145.0,0.9942,3.23,10.0,baja
3110,0.23,126.0,0.9934,3.02,11.2,media
3111,0.22,134.0,0.9939,2.99,11.0,media
3112,0.22,161.0,0.9937,3.01,11.2,media
3113,0.19,132.0,0.994,2.99,11.0,media
3114,0.155,136.0,0.9926,3.14,10.5,media
3115,0.22,154.0,0.9951,3.02,10.6,media
3116,0.24,163.0,0.9952,3.02,10.6,media
3117,0.23,95.0,0.9935,3.04,12.0,media
3118,0.2,169.0,0.9938,3.05,10.1,baja
3119,0.2,167.0,0.9939,3.05,10.1,media
3120,0.3,121.0,0.9933,3.13,9.2,baja
3121,0.21,164.0,0.9927,3.25,11.0,baja
3122,0.25,185.0,0.998,3.34,10.0,media
3123,0.21,158.0,0.9997,3.28,8.7,media
3124,0.27,156.0,0.9981,3.04,8.7,baja
3125,0.27,156.0,0.992,3.15,11.1,media
3126,0.28,195.0,0.9954,3.04,11.0,media
3127,0.27,156.0,0.992,3.15,11.1,media
3128,0.21,158.0,0.9997,3.28,8.7,media
3129,0.27,156.0,0.9981,3.04,8.7,baja
3130,0.3,174.0,0.9943,3.1,11.2,media
3131,0.23,209.0,0.9941,3.14,11.1,media
3132,0.26,107.0,0.9936,3.24,10.8,media
3133,0.18,176.0,0.9996,3.38,9.0,media
3134,0.15,122.0,0.9932,3.03,10.3,media
3135,0.13,24.0,0.9926,2.91,9.9,baja
3136,0.28,148.0,0.9936,3.13,10.0,media
3137,0.17,106.0,0.992,3.21,9.8,media
3138,0.26,107.0,0.9936,3.24,10.8,media
3139,0.18,176.0,0.9996,3.38,9.0,media
3140,0.53,86.0,0.993,3.16,9.1,baja
3141,0.16,104.0,0.9924,3.23,10.6,media
3142,0.14,99.0,0.9928,3.2,10.6,media
3143,0.13,24.0,0.9926,2.91,9.9,baja
3144,0.12,152.0,0.9952,3.18,10.6,media
3145,0.29,156.0,0.9945,3.13,9.9,media
3146,0.3,158.0,0.9945,3.12,9.9,media
3147,0.36,102.0,0.9903,3.34,12.8,media
3148,0.15,122.0,0.9932,3.03,10.3,media
3149,0.18,157.0,0.9953,3.18,10.6,media
3150,0.19,129.0,0.9936,3.09,8.7,media
3151,0.21,152.0,0.9912,3.32,12.6,media
3152,0.3,156.0,0.9962,3.43,11.0,media
3153,0.42,164.0,0.9965,3.29,11.2,media
3154,0.24,148.0,0.9932,3.45,10.7,media
3155,0.23,182.0,0.9967,3.08,9.6,media
3156,0.18,157.0,0.9953,3.18,10.6,media
3157,0.43,115.0,0.9963,3.27,9.0,baja
3158,0.35,56.0,0.992,2.96,10.5,baja
3159,0.3,156.0,0.991,3.29,12.8,media
3160,0.28,112.0,0.9958,3.15,10.1,baja
3161,0.34,126.0,0.99,3.3,12.2,media
3162,0.3,156.0,0.991,3.29,12.8,media
3163,0.28,112.0,0.9958,3.15,10.1,baja
3164,0.19,117.0,0.9938,3.14,10.1,media
3165,0.18,158.0,0.9996,3.06,9.2,baja
3166,0.19,110.0,0.9946,3.33,9.9,baja
3167,0.3,188.0,0.9974,3.52,9.7,media
3168,0.3,157.0,0.9945,3.21,9.9,baja
3169,0.3,159.0,0.9946,3.21,9.9,baja
3170,0.3,188.0,0.9974,3.52,9.7,media
3171,0.22,168.0,0.9957,3.54,10.3,media
3172,0.26,116.0,0.9931,3.16,10.3,baja
3173,0.17,108.0,0.9947,2.88,10.5,baja
3174,0.17,182.0,0.9953,3.63,10.5,media
3175,0.27,74.0,0.9931,3.32,9.8,media
3176,0.64,128.0,0.9946,3.31,10.6,baja
3177,0.18,168.0,0.9978,3.58,10.1,baja
3178,0.31,191.0,0.9989,3.22,9.0,baja
3179,0.31,119.0,1.0004,3.18,9.5,baja
3180,0.3,84.0,0.9938,2.94,11.5,media
3181,0.24,108.0,0.9934,3.03,11.9,media
3182,0.18,168.0,0.9978,3.58,10.1,baja
3183,0.25,209.0,0.9956,3.21,9.2,media
3184,0.3,165.0,0.9982,3.02,8.7,baja
3185,0.31,147.0,0.9948,3.11,9.8,baja
3186,0.25,209.0,0.9956,3.21,9.2,media
3187,0.3,165.0,0.9982,3.02,8.7,baja
3188,0.27,122.0,0.9926,3.35,11.2,media
3189,0.14,165.0,0.991,3.08,12.3,media
3190,0.12,161.0,0.9945,3.34,10.4,media
3191,0.21,111.0,0.9916,3.13,10.7,media
3192,0.16,63.0,0.9953,3.13,10.5,media
3193,0.29,136.0,0.9938,2.95,9.4,media
3194,0.27,206.0,0.9956,3.24,9.2,media
3195,0.55,122.0,0.9906,3.15,11.9,baja
3196,0.27,206.0,0.9956,3.24,9.2,media
3197,0.24,108.0,0.9932,3.27,9.9,media
3198,0.33,94.0,0.9914,3.11,11.4,media
3199,0.29,136.0,0.9938,2.95,9.4,media
3200,0.34,223.0,0.996,3.08,10.7,media
3201,0.39,77.0,0.9906,3.28,12.7,baja
3202,0.41,53.0,0.98815,3.32,13.5,media
3203,0.41,137.0,0.9942,3.24,9.5,baja
3204,0.26,113.0,0.9903,3.37,12.9,alta
3205,0.32,109.0,0.9906,3.07,12.5,media
3206,0.19,118.0,0.9935,3.34,9.5,media
3207,0.27,235.0,1.0024,2.98,8.6,baja
3208,0.2,212.0,0.9968,3.09,10.0,media
3209,0.32,109.0,0.9906,3.07,12.5,media
3210,0.26,100.0,0.9941,3.12,10.1,media
3211,0.26,87.0,0.9919,3.03,11.3,media
3212,0.14,120.0,0.9928,3.26,10.6,media
3213,0.29,131.0,0.9958,3.14,10.8,baja
3214,0.19,140.0,0.9932,3.4,10.7,media
3215,0.34,206.0,0.9957,3.09,9.0,media
3216,0.2,143.0,0.9937,3.22,9.2,media
3217,0.37,243.0,0.9982,3.14,8.5,media
3218,0.22,128.0,0.9928,3.41,11.3,alta
3219,0.26,87.0,0.9919,3.03,11.3,media
3220,0.32,131.0,0.9956,3.13,9.4,baja
3221,0.44,169.0,0.9957,3.11,8.7,media
3222,0.14,118.0,0.9954,3.36,9.4,media
3223,0.17,131.0,0.993,3.09,10.5,media
3224,0.26,161.0,0.9954,3.38,9.7,media
3225,0.22,195.0,0.9987,3.31,10.2,media
3226,0.32,131.0,0.9956,3.13,9.4,baja
3227,0.2,108.0,0.9928,3.19,11.5,media
3228,0.15,98.0,0.9951,2.94,9.6,media
3229,0.25,121.0,0.993,3.23,11.4,baja
3230,0.2,108.0,0.9928,3.19,11.5,media
3231,0.28,111.0,0.9926,3.41,12.2,alta
3232,0.19,110.0,0.9938,3.2,11.0,media
3233,0.25,228.0,1.0001,3.03,9.2,media
3234,0.14,126.0,0.9933,3.26,10.2,media
3235,0.49,149.0,0.9952,3.21,10.0,baja
3236,0.12,160.0,0.9934,3.13,9.7,media
3237,0.47,220.0,0.9988,2.96,9.2,baja
3238,0.22,105.0,0.993,3.1,10.5,baja
3239,0.49,149.0,0.9952,3.21,10.0,baja
3240,0.22,151.0,0.9948,3.27,10.1,media
3241,0.19,134.0,0.9998,3.42,9.1,media
3242,0.3,144.0,0.9971,3.09,10.2,media
3243,0.19,134.0,0.9998,3.42,9.1,media
3244,0.24,149.0,0.9962,3.17,10.5,media
3245,0.22,151.0,0.9948,3.27,10.1,media
3246,0.21,99.0,0.99,3.05,12.1,media
3247,0.3,100.0,0.9942,3.4,10.2,baja
3248,0.26,166.0,0.9965,3.65,9.4,baja
3249,0.31,131.0,0.9912,3.08,12.8,media
3250,0.42,209.0,0.9978,3.12,9.0,media
3251,0.29,118.0,0.9928,3.24,10.9,baja
3252,0.33,176.0,1.0103,3.15,8.8,media
3253,0.46,184.0,0.9956,3.11,9.0,baja
3254,0.28,142.0,0.9936,3.09,10.2,baja
3255,0.15,98.0,0.9929,3.19,9.2,baja
3256,0.4,162.0,0.9966,3.26,11.3,media
3257,0.31,220.0,0.9964,3.12,8.8,baja
3258,0.325,217.0,0.996,3.16,9.3,baja
3259,0.27,217.0,0.9959,3.17,9.4,media
3260,0.26,191.0,0.9954,3.23,10.3,media
3261,0.21,114.0,0.9914,2.92,10.8,media
3262,0.33,176.0,1.0103,3.15,8.8,media
3263,0.28,177.0,1.0004,3.27,9.0,baja
3264,0.13,114.0,0.9911,3.41,11.5,alta
3265,0.445,84.0,0.9938,3.25,10.8,baja
3266,0.39,128.0,0.9927,2.95,11.8,media
3267,0.18,72.0,0.9922,3.12,10.5,media
3268,0.31,124.0,0.9924,3.14,9.9,media
3269,0.24,160.0,0.9963,3.2,9.8,media
3270,0.35,87.0,0.9936,3.4,11.4,media
3271,0.26,168.0,0.9951,3.2,9.3,baja
3272,0.27,163.0,0.9951,3.2,9.3,baja
3273,0.22,188.0,0.9955,3.3,10.3,media
3274,0.27,224.0,0.9961,3.17,8.9,baja
3275,0.35,87.0,0.9936,3.4,11.4,media
3276,0.23,156.0,0.992,3.11,11.1,media
3277,0.3,170.0,0.9944,3.36,10.4,media
3278,0.35,117.0,0.9944,3.33,10.1,baja
3279,0.32,197.0,1.0008,3.22,9.0,baja
3280,0.31,212.0,0.9962,3.74,11.9,media
3281,0.25,205.0,0.9986,3.12,9.0,media
3282,0.25,205.0,0.9986,3.12,9.0,media
3283,0.26,195.0,1.0,3.06,9.1,media
3284,0.25,205.0,0.9986,3.12,9.0,media
3285,0.26,147.0,0.9982,3.46,10.0,baja
3286,0.26,195.0,1.0,3.06,9.1,media
3287,0.25,216.0,0.9949,3.55,9.4,baja
3288,0.16,123.0,0.9915,3.27,11.4,media
3289,0.43,175.0,0.9951,3.11,9.7,baja
3290,0.25,205.0,0.9986,3.12,9.0,media
3291,0.24,213.0,0.9927,3.28,11.8,media
3292,0.265,198.0,0.9955,3.25,10.2,baja
3293,0.12,150.0,0.9952,3.37,9.2,media
3294,0.21,132.0,0.9928,3.25,11.0,media
3295,0.32,190.0,0.9982,3.08,10.0,media
3296,0.18,190.0,0.9914,3.32,12.2,media
3297,0.24,213.0,0.9927,3.28,11.8,media
3298,0.26,175.0,0.9918,3.38,11.6,media
3299,0.26,121.0,0.9944,3.44,10.2,media
3300,0.29,208.0,0.9969,3.14,10.3,baja
3301,0.27,114.0,0.9955,3.25,8.6,baja
3302,0.33,151.0,0.9954,3.16,9.6,baja
3303,0.31,148.0,0.9955,3.16,9.6,baja
3304,0.25,127.0,0.9921,3.41,11.3,media
3305,0.24,157.0,0.9934,3.41,9.9,media
3306,0.26,179.0,0.9998,3.45,9.6,baja
3307,0.61,161.0,0.9946,3.36,10.6,baja
3308,0.22,180.0,0.9984,3.44,9.8,baja
3309,0.31,67.0,0.9924,3.08,10.5,baja
3310,0.2,120.0,0.9939,3.24,10.8,baja
3311,0.18,178.0,0.995,3.22,10.0,media
3312,0.34,136.0,0.9957,3.3,10.1,media
3313,0.3,116.0,0.9953,3.07,9.4,baja
3314,0.18,148.0,0.9912,3.32,11.5,alta
3315,0.21,108.0,0.9939,3.26,10.8,media
3316,0.27,142.0,0.9921,3.1,9.9,media
3317,0.2,178.0,0.9954,3.16,9.0,baja
3318,0.23,69.0,0.9933,3.38,9.4,media
3319,0.2,180.0,0.9941,3.46,10.8,media
3320,0.15,190.0,0.995,3.5,10.9,media
3321,0.4,148.0,0.9977,3.24,12.0,media
3322,0.18,148.0,0.9912,3.32,11.5,alta
3323,0.13,122.0,0.9945,3.47,10.5,media
3324,0.17,152.0,0.9952,3.29,9.3,media
3325,0.3,97.0,0.9924,3.23,11.8,media
3326,0.445,212.0,0.9986,3.48,10.0,media
3327,0.3,116.0,0.9953,3.07,9.4,baja
3328,0.22,138.0,0.9939,3.2,11.4,media
3329,0.23,99.0,0.9929,2.94,10.4,media
3330,0.34,198.0,0.9988,3.36,9.5,media
3331,0.545,111.0,0.9906,3.14,11.9,baja
3332,0.3,123.0,0.9914,2.99,11.1,media
3333,0.16,185.0,0.9978,3.39,9.6,media
3334,0.32,178.0,0.9928,3.29,12.0,media
3335,0.22,104.0,0.9948,3.14,8.7,baja
3336,0.16,185.0,0.9978,3.39,9.6,media
3337,0.15,101.0,0.9946,3.24,10.0,baja
3338,0.29,55.0,0.9908,2.91,11.4,baja
3339,0.37,150.0,0.9954,3.14,9.6,media
3340,0.38,152.0,0.9906,3.18,12.9,media
3341,0.25,142.0,0.99705,3.14,9.7,media
3342,0.3,169.0,0.9982,3.23,9.3,media
3343,0.22,136.0,0.9932,3.1,9.1,baja
3344,0.34,238.0,0.9977,3.16,8.6,baja
3345,0.22,87.0,0.994,3.14,9.9,baja
3346,0.3,169.0,0.9982,3.23,9.3,media
3347,0.27,102.0,0.9929,3.28,10.9,baja
3348,0.17,135.0,0.9924,3.2,10.2,media
3349,0.18,174.0,0.9966,3.11,9.7,media
3350,0.16,153.0,0.9921,3.38,11.4,media
3351,0.255,197.0,0.9967,3.24,9.5,media
3352,0.23,141.0,0.9934,3.42,10.2,media
3353,0.16,93.0,0.9914,3.31,11.1,media
3354,0.25,142.0,0.99705,3.14,9.7,media
3355,0.27,202.0,0.9961,3.22,9.3,baja
3356,0.29,215.0,0.9967,3.17,8.8,baja
3357,0.21,53.0,0.9926,2.8,10.6,baja
3358,0.62,224.0,0.99605,3.17,9.3,baja
3359,0.28,181.0,0.99435,3.31,10.2,media
3360,0.3,124.0,0.9948,3.16,10.2,media
3361,0.17,98.0,0.9916,3.46,11.0,media
3362,0.21,112.0,0.997,3.4,9.6,media
3363,0.27,202.0,0.9961,3.22,9.3,baja
3364,0.29,215.0,0.9967,3.17,8.8,baja
3365,0.32,209.0,0.9961,3.17,8.8,baja
3366,0.32,179.0,0.9955,3.28,8.9,baja
3367,0.37,144.0,0.9922,3.17,10.0,baja
3368,0.43,102.0,0.9918,3.16,12.2,media
3369,0.39,181.0,0.9955,3.04,10.9,media
3370,0.18,141.0,0.9941,3.34,9.5,media
3371,0.4,178.0,0.9955,3.04,10.9,media
3372,0.39,181.0,0.9955,3.04,10.9,media
3373,0.19,99.0,0.9924,3.16,10.8,media
3374,0.49,135.0,0.9973,3.24,12.0,media
3375,0.25,163.0,0.999,3.56,9.8,baja
3376,0.18,141.0,0.9941,3.34,9.5,media
3377,0.15,150.0,0.9922,3.42,11.0,alta
3378,0.15,150.0,0.9922,3.42,11.0,alta
3379,0.17,150.0,0.9953,3.24,9.8,baja
3380,0.32,200.0,0.9945,3.49,10.5,baja
3381,0.21,142.0,0.9945,3.05,11.4,media
3382,0.45,100.0,0.9957,3.27,10.1,media
3383,0.24,127.0,0.9932,3.33,11.6,media
3384,0.21,142.0,0.9945,3.05,11.4,media
3385,0.33,115.0,0.9913,3.07,11.8,media
3386,0.26,158.0,0.9909,3.33,12.1,media
3387,0.36,122.0,0.9939,3.16,12.0,baja
3388,0.2,189.0,0.991,3.08,12.1,media
3389,0.16,176.0,0.9954,3.15,9.1,baja
3390,0.33,117.0,0.9943,3.36,9.3,baja
3391,0.22,153.0,0.993,3.2,10.4,media
3392,0.35,187.0,1.0002,3.27,9.1,baja
3393,0.37,120.0,0.9946,3.32,9.4,baja
3394,0.37,149.0,0.9953,3.16,9.6,media
3395,0.37,126.0,0.9918,3.19,12.0,baja
3396,0.25,128.0,0.9936,3.27,11.3,alta
3397,0.23,173.0,0.9984,3.06,8.7,media
3398,0.26,162.0,0.9956,3.39,9.9,media
3399,0.3,191.0,0.9966,3.08,9.3,media
3400,0.16,67.0,0.9942,3.07,9.5,baja
3401,0.23,173.0,0.9984,3.06,8.7,media
3402,0.26,162.0,0.9956,3.39,9.9,media
3403,0.3,191.0,0.9966,3.08,9.3,media
3404,0.33,119.0,0.9974,3.16,9.4,baja
3405,0.38,116.0,0.9944,3.15,9.4,baja
3406,0.2,184.0,1.0008,3.28,8.8,media
3407,0.33,119.0,0.9974,3.16,9.4,baja
3408,0.2,184.0,1.0008,3.28,8.8,media
3409,0.36,184.0,0.9928,3.18,9.9,media
3410,0.38,116.0,0.9944,3.15,9.4,baja
3411,0.46,72.0,0.9908,3.29,12.6,media
3412,0.15,110.0,0.9917,3.19,11.1,media
3413,0.42,100.0,0.9911,3.0,12.8,media
3414,0.3,164.0,0.9912,3.09,12.0,media
3415,0.27,131.0,0.9953,3.36,12.0,media
3416,0.5,114.0,0.9932,3.19,9.2,baja
3417,0.26,96.0,0.9896,3.38,12.3,media
3418,0.33,131.0,0.9889,3.19,13.0,media
3419,0.3,164.0,0.9912,3.09,12.0,media
3420,0.29,110.0,0.9926,3.07,10.9,baja
3421,0.42,100.0,0.9911,3.0,12.8,media
3422,0.19,231.0,0.9964,3.36,10.0,media
3423,0.32,165.0,0.9974,3.22,9.0,baja
3424,0.32,84.0,0.9944,3.42,10.4,baja
3425,0.32,165.0,0.9974,3.22,9.0,baja
3426,0.19,231.0,0.9964,3.36,10.0,media
3427,0.17,240.0,0.9963,3.36,10.0,media
3428,0.44,167.0,0.9948,3.12,11.3,media
3429,0.44,167.0,0.9948,3.12,11.3,media
3430,0.49,153.0,0.9953,3.13,12.0,media
3431,0.44,167.0,0.9948,3.12,11.3,media
3432,0.49,153.0,0.9953,3.13,12.0,media
3433,0.21,160.0,0.9949,3.6,10.6,media
3434,0.55,213.0,0.9988,2.99,9.3,baja
3435,0.19,104.0,0.9954,3.04,9.4,media
3436,0.24,102.0,0.992,3.27,11.0,media
3437,0.34,247.0,0.9984,3.44,9.3,media
3438,0.19,104.0,0.9954,3.04,9.4,media
3439,0.18,164.0,0.9926,3.42,10.5,baja
3440,0.24,102.0,0.992,3.27,11.0,media
3441,0.18,249.0,0.9976,3.07,9.5,media
3442,0.28,139.0,0.9972,3.33,11.2,media
3443,0.34,94.0,0.991,3.29,12.3,media
3444,0.44,157.0,0.998,3.27,9.0,baja
3445,0.26,180.0,0.9966,3.07,9.0,baja
3446,0.44,157.0,0.998,3.27,9.0,baja
3447,0.49,243.0,1.0007,2.98,9.0,baja
3448,0.24,189.0,0.992,3.25,11.4,media
3449,0.25,181.0,0.9925,3.2,11.0,media
3450,0.34,94.0,0.991,3.29,12.3,media
3451,0.18,127.0,0.9934,3.6,10.4,media
3452,0.27,107.0,0.9955,3.28,10.3,baja
3453,0.24,172.0,0.9944,3.29,10.5,media
3454,0.22,197.0,0.9981,3.14,9.8,media
3455,0.91,181.0,0.9968,3.11,10.0,baja
3456,0.34,176.0,0.9946,3.14,9.7,baja
3457,0.33,171.0,0.9946,3.13,9.7,baja
3458,0.22,197.0,0.9981,3.14,9.8,media
3459,0.18,161.0,0.9946,3.32,10.5,media
3460,0.2,186.0,0.997,3.14,10.0,media
3461,0.13,104.0,0.9924,3.24,11.5,media
3462,0.28,202.0,0.9958,3.24,9.5,baja
3463,0.25,122.0,0.994,3.43,10.5,media
3464,0.36,142.0,0.9958,3.12,10.2,media
3465,0.27,199.0,0.9984,3.34,9.8,media
3466,0.37,137.0,0.9948,3.1,11.6,media
3467,0.21,144.0,0.9932,3.15,11.8,media
3468,0.18,140.0,0.9952,3.04,10.1,media
3469,0.19,163.0,0.9924,3.31,10.3,media
3470,0.21,168.0,0.9945,3.34,10.4,media
3471,0.33,166.0,0.9976,3.09,8.9,baja
3472,0.33,166.0,0.9976,3.09,8.9,baja
3473,0.29,154.0,0.9938,3.06,10.8,baja
3474,0.31,165.0,0.9997,3.38,9.2,baja
3475,0.19,140.0,0.994,3.18,9.6,media
3476,0.2,78.0,0.9921,3.08,10.4,media
3477,0.25,248.0,0.9986,3.03,8.7,media
3478,0.2,103.0,0.9987,3.06,9.2,media
3479,0.3,213.0,0.9991,3.18,9.2,baja
3480,0.2,103.0,0.9987,3.06,9.2,media
3481,0.3,213.0,0.9991,3.18,9.2,baja
3482,0.3,213.0,0.9991,3.18,9.2,baja
3483,0.22,124.0,0.9948,3.4,10.2,baja
3484,0.2,103.0,0.9987,3.06,9.2,media
3485,0.53,107.0,0.993,3.2,9.0,baja
3486,0.24,178.0,0.9988,3.37,9.7,baja
3487,0.24,185.0,1.0,3.34,9.6,baja
3488,0.15,112.0,0.9932,3.14,10.0,baja
3489,0.3,213.0,0.9991,3.18,9.2,baja
3490,0.33,197.0,0.9989,3.18,9.1,baja
3491,0.24,142.0,1.0,3.3,8.7,baja
3492,0.24,142.0,1.0,3.3,8.7,baja
3493,0.35,161.0,0.9952,3.14,9.5,baja
3494,0.26,212.0,0.9969,2.93,9.5,media
3495,0.29,166.0,0.9966,2.9,8.9,media
3496,0.29,166.0,0.9966,2.9,8.9,media
3497,0.31,89.0,0.9976,3.29,9.9,media
3498,0.44,104.0,0.99,3.29,12.6,media
3499,0.23,166.0,0.9988,2.72,9.7,media
3500,0.21,118.0,0.9942,2.96,10.4,baja
3501,0.23,183.0,0.9984,2.93,9.1,media
3502,0.34,106.0,0.9932,3.01,10.4,baja
3503,0.26,212.0,0.9969,2.93,9.5,media
3504,0.29,166.0,0.9966,2.9,8.9,media
3505,0.28,120.0,0.9933,3.16,10.6,baja
3506,0.37,158.0,0.9916,3.12,12.0,media
3507,0.36,98.0,0.9914,2.93,12.5,media
3508,0.13,126.0,0.9966,3.21,9.6,baja
3509,0.25,180.0,0.9958,3.08,9.2,baja
3510,0.18,71.0,0.9926,3.04,9.9,media
3511,0.3,112.0,0.9939,2.96,11.7,media
3512,0.23,153.0,0.9953,3.09,9.6,media
3513,0.43,135.0,0.9906,3.0,12.0,media
3514,0.36,98.0,0.9914,2.93,12.5,media
3515,0.25,180.0,0.9958,3.08,9.2,baja
3516,0.18,71.0,0.9926,3.04,9.9,media
3517,0.35,177.0,0.9991,3.17,8.9,media
3518,0.22,189.0,0.9994,3.24,9.0,media
3519,0.26,158.0,0.9976,3.03,10.2,media
3520,0.13,126.0,0.9966,3.21,9.6,baja
3521,0.12,127.0,0.9953,3.29,9.4,baja
3522,0.37,59.0,0.9923,2.97,10.4,baja
3523,0.26,106.0,0.993,3.15,10.4,baja
3524,0.2,97.0,0.9931,3.16,10.0,media
3525,0.22,96.0,0.9932,3.16,10.0,media
3526,0.25,169.0,0.9926,3.05,10.5,baja
3527,0.27,193.0,0.9938,3.23,11.4,media
3528,0.34,172.0,0.9966,3.08,10.2,baja
3529,0.27,228.0,0.9974,3.04,10.4,media
3530,0.49,307.5,0.9924,3.24,11.0,baja
3531,0.71,93.0,0.9948,2.89,10.1,media
3532,0.47,182.0,0.9964,3.0,9.2,baja
3533,0.28,87.0,0.9924,3.23,10.3,media
3534,0.34,172.0,0.9966,3.08,10.2,baja
3535,0.27,228.0,0.9974,3.04,10.4,media
3536,0.13,172.0,0.9938,3.23,11.1,media
3537,0.16,84.0,0.9928,3.33,9.9,baja
3538,0.31,143.0,0.9959,3.14,9.0,baja
3539,0.36,256.0,1.0001,2.93,8.6,baja
3540,0.31,143.0,0.9959,3.14,9.0,baja
3541,0.36,256.0,1.0001,2.93,8.6,baja
3542,0.25,195.0,0.9968,3.18,9.5,baja
3543,0.45,197.0,0.9932,3.02,9.0,baja
3544,0.26,152.0,0.9954,2.99,10.0,media
3545,0.22,158.0,0.9992,3.6,9.0,media
3546,0.45,197.0,0.9932,3.02,9.0,baja
3547,0.19,135.0,0.9939,3.34,10.2,media
3548,0.31,160.0,0.9952,3.04,9.6,baja
3549,0.25,219.0,0.9996,2.96,9.7,baja
3550,1.005,185.0,0.9966,3.02,10.2,baja
3551,0.31,142.0,0.9925,3.01,13.0,media
3552,0.24,172.0,0.996,3.37,10.8,media
3553,0.25,219.0,0.9996,2.96,9.7,baja
3554,0.29,169.0,0.9973,2.89,9.0,baja
3555,0.15,63.0,0.9937,3.37,9.9,baja
3556,0.12,89.0,0.9966,3.29,9.2,media
3557,0.32,238.0,1.0017,2.96,8.7,media
3558,0.17,91.0,0.993,2.79,10.1,baja
3559,0.17,91.0,0.993,2.79,10.1,baja
3560,0.21,123.0,0.9959,2.9,9.5,baja
3561,0.21,99.0,0.9958,3.17,9.9,baja
3562,0.32,238.0,1.0017,2.96,8.7,media
3563,0.31,173.0,0.9958,3.19,9.0,baja
3564,0.27,163.0,0.9979,3.03,8.6,media
3565,0.21,114.0,0.9941,3.12,10.5,media
3566,0.23,186.0,0.997,3.09,9.5,media
3567,0.2,142.0,0.9934,3.43,10.1,media
